,Media
gpt_cwe_loc_s,0.024853849836823726
gpt_cwe_loc_m,0.01934532732584627
gpt_cwe_loc_h,0.011614377151057677
gemini_cwe_loc_s,0.028640637261228986
gemini_cwe_loc_m,0.02422827003673878
gemini_cwe_loc_h,0.012997808715595078
copilot_cwe_loc_s,0.029278818398899394
copilot_cwe_loc_m,0.02083717599546904
copilot_cwe_loc_h,0.014031750417005088
codellama_cwe_loc_s,0.02219732675383528
codellama_cwe_loc_m,0.012875669200517621
codellama_cwe_loc_h,0.010471091079781643
